ID,SurveyGroup,IntakeDate,ProgramParticipation,City,County,IntakeBusinessStatus,BusinessStartDate,BusinessDescription,LoanClient,Experience,ChangeExperience,MatchedNeeds,PleaseExplain2,ServicesIdeas,SupportIdeas,DEI1,DEI2,DEI3,DEI4,DEI5,DEI6,DEIDescriptionRate,OwnBusiness,HaveYouEverBeenInBusiness,StillOwn,WhyNoBusiness,NotStartDescision,PleaseExplain3,StartDecision,PleaseExplain,StartBusiness,ProductService,MonthAndYear,BusinessStartReason,MonthAndYearStop,BusinessStopReason,BusinessRestart,PivotAbility,PivotWEV,Elaborate1,ExpandBusiness,ProgramIdeas,FullTimePartTime,BizSalesIntake,GrossSales,SalesUnknownOrRefused,ProfitLoss,ProfitLossAtIntake,NetProfit,ProfitLossUnknownOrRefused,OwnersDrawAtIntake,BizIncomeUse,DrawUnknownOrRefused,DrawPrimaryIncome,JobsAtIntakebesidesOwner,FTEAmount,FTEmployeesUnknownOrRefused,PTEAmount,PTEmployeesUnknownOrRefused,FundingProgram1,FundingProgram2,FundingProgram3,FundingProgram4,FundingProgram5,FundingProgram6,FundingProgram7,FundingProgram8,FundingProgram9,Elaborate2,FundingSource1,FundingSource2,FundingSource3,Employment1,Employment2,Employment3,Employment4,Elaborate3,Household1,Household2,Household3,Household4,Household5,Household6,Household7,FinancialHealth1,FinancialHealth2,FinancialHealth3,WEVGotNews,Content,WEVGotNews2,Entrepreneur1,Entrepreneur2,Entrepreneur3,Entrepreneur4,Entrepreneur5,WrapUp,SurveyDate
663157,1-Year,8/4/2010,"Funding, Grant, Training, Advisory",Ventura,Ventura,Ongoing (In business more than one year with sales),2/1/1996,"Sales of electric, gas, and water meters for multi-tenant commercial and residential properties. Meter reading and tenant billing services.",Yes,"Been involved since 20 years, did a compressed business plan - 6 week business plan course - and went through THRIVE for a couple of years.",Nothing.,Yes,,"Think WEV has addressed this in part, but she's had her business for 26 years, so some of the issues she's faced is different from what starting business has faced. THRIVE addressed this in some ways, but there are areas that WEV could help mature businesses with, such as exit strategies.",Online,Agree,4.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,Utilities and metering products and services for multi-tenant properties,02/1996,Lack of advancement opportunities in my job/career,,,,Yes,Yes,They helped her get a PPP loan.,"Hired employees, Widened customer base",Was looking for training for employees,Full time,"177,000.00","286,000.00",No,Profit,,"12,500.00",No,"50,000.00","66,000.00",No,,2,2,No,2,No,,,0.00,,0.00,,0.00,,0.00,,"CA Relief grant, County COVID relief grant","CA relief grant, County COVID relief grant","PPP in 2020 - $19,590
CA covid relief grant 2021- $15,000
County covid relief grant 2021 - $10,000",No,,Unemployed and NOT seeking employment,,,1,1,No,"50,000.00","90,000.00",No,,"Paid off personal loans/credit card debt, Improved credit score, Met with a financial coach","10,000.00",No,I receive the newsletter and always read it,Can't think of anything,,Yes,Business Owner,More working capital,Always looking for online education for them.,"Yes, it's critical bc the odds are stacked against us. She deals with male engineers everyday and its crazy.",,8/9/2022
4188791,1-Year,2/9/2015,"Funding, Training, Advisory",Port Hueneme,Ventura,Startup (In business less than one year with sales),3/1/2014,Dog Grooming Business,Yes,"It was really good, gave her a good overview of getting a business up and going.","No, don't think so.",Yes,,Nothing she can think of.,A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,Dog grooming business,05/2020,Changing physical locations,,,,Yes,Yes,Because the disaster/emergency relief loan during the shutdown for 2-3 months during everything helped keep everything going and open up again,"Hired employees, Widened customer base",None,Full time,"36,000.00","350,000.00",No,Profit,,"117,000.00",No,"24,000.00","100,000.00",No,,1,6,No,0,No,,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Unemployed and NOT seeking employment,,,1,4,No,"24,000.00","100,000.00",No,,"Paid off personal loans/credit card debt, Created a personal budget, Improved credit score","8,000.00",No,I receive the newsletter and sometimes read it,,,No,,,,,,8/8/2022
8315724,1-Year,3/31/2020,"Funding, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),1/1/2012,Skincare and wellness,Yes,Only used WEV during covid. Businesses were being shut down and she got a small loan.,No.,Yes,,Nothing she can think of.,Online,Agree,4.0,Agree,4.0,Agree,4.0,No.,Yes,,Yes,,,,,,,"Skincare and personal services (facials, eyelashes, hair extensions).",01/2012,"Wanted to work for myself, not others",,,,Yes,No,Never even heard till COVID. Wouldn't say helped adapt.,None,Personal finance,Seasonal / sporadic,"47,500.00","24,372.00",No,Loss,0.00,"22,000.00",No,0.00,0.00,No,,0,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,SBA EIDL (Disaster loan),SBA EIDL (Disaster loan),"5,000.00",No,,Unemployed and NOT seeking employment,,,2,2,No,"96,000.00",0.00,Yes,Lower,None,0.00,No,I receive the newsletter and sometimes read it,Nothing.,,No,,,,,,8/8/2022
1609265,5-Year,9/2/2013,"Training, Advisory",Los Olivos,Santa Barbara,Ongoing (In business more than one year with sales),10/1/2006,"I am Special Educator getting out of public education system looking to develop my tutoring business in the Santa Ynez Valley. I am also a Feng Shui consultant and would some day like to develop that as well, but tutoring is the focus right now.",Yes,Amazing. Just the best. Sampson was her advisor and teacher and she was just incredible. She always felt supported. She had a lot with engagement during WEV and wasn't the best writer and just really love the support WEV gave her.,"The only hard thing was that she lives in Solvang, and it wears it on her. San Ynez valley would be nice for WEV to expand in.",Yes,,"Feel like WEV is already doing everything that would be helpful.
Cool to have a reunion, not with the cohort necessarily.
Can't place what she wants but it would be fun to reconnect with people in the cohort and see how they're doing
A time and date to go over business plan and stuff.",A Combination,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,"No, always felt like it was a positive experience.",Yes,,Yes,,,,,,,"Special Ed teacher, also has her credentials. 
Currently homeschooling a boy with autism, last year she tutored students in gen ed who struggled with a few things and needed an extra boost.",10/2006,"Wanted to work for myself, not others",,,,Yes,No,School went on to Zoom and she was teaching a pod.,Widened customer base,Dissecting your business plan again,Part time,"1,735.00","18,000.00",No,Profit,,"15,000.00",No,722.00,"15,000.00",No,,0,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Unemployed and NOT seeking employment,,,1,4,No,722.00,"90,000.00",No,,"Paid off personal loans/credit card debt, Improved credit score, Met with a financial coach","15,000.00",No,I receive the newsletter but rarely read it,,,No,,,,,,8/5/2022
1426743,5-Year,9/13/2011,"Funding, Training, Advisory",Goleta,Santa Barbara,Ongoing (In business more than one year with sales),7/1/2010,"Sustain-a-Bowls Catering is a socially conscious, sustainably operated, unique catering 
company that serves Santa Barbara and the surrounding area of Goleta, Montecito, the 
Santa Ynez Valley, and Ventura.",Yes,"Took business plan intensive class a while ago, so she can speak about that. She's had a lot of life changes between then and now. What she ended up doing is getting a regular job. She hasn't had a regular job like this in years. She'll always be doing some work for herself, but the experience she's had since has really been very diverse. There's so much she's been able to apply no matter what she's doing. Still informs a lot of her choices.","A check in & communication with classmates!
When she took the class she had been teaching at City College for english and ESL. The budget change for community college, as an adjunct she wasn't getting enough work and the admin side was frustrating. So she started migrating out of teaching and went to a culinary program. She went to a business plan intensive class to write a plan for a food truck. In the last week of the class, her grandchildren moved in with her bc her daughter was unable to parent.  Didn't end up doing business at all. Worked for her father's business, running online business for him. That informed a lot of his projects. As far as feedback, she appreciated the class a lot and was able to apply it. Even for students of the class to know everything they learn is transferable, never felt that she wasted her time with it. It would've been nice to have some follow up, bc she lost touch with WEV friends. Liked guests who came in to speak.",Yes,,"technical writing job with yardi.
She's connected with the association for women in communication (AWC), would love to see more collaboration between organizations like WEV and AWC. Advice from people in specific industries would be helpful.",Not interested in future services,Agree,4.0,Agree,4.0,Agree,4.0,"It's been so long since WEV, I'm not too sure how to rate these.",Yes,Yes,Yes,,,,Yes,"The business class helped a lot, with talking with clients. One of the pieces of advice from WEV that she shares is difference between working at vs working in a business.",,"Writing consultant. Help business owners redesign their website and write content for it. Language support that a client would need. Editing, content stuff.",01/2009,Flexibility,,,,Yes,No,"Already working at home. No change in business, other than things got easier bc her clients were also at home.",None,None,Part time,"1,112.00",,Yes,I don't wish to disclose,,,Yes,0.00,,Yes,Yes,0,0,No,0,No,,,0.00,,0.00,,0.00,,0.00,,None,,,Yes,Part-time,Employed,,,4,3,No,"100,000.00",,Yes,Lower,None,600.00,No,I don't know,,No,No,,,,,,8/3/2022
5763994,1-Year,8/27/2018,"Training, Advisory",Santa Barbara,Santa Barbara,Ongoing (In business more than one year with sales),11/1/2002,Design + Build company,No,It was great. He really enjoyed the program and everything about it.,"His fault; He was debating between who to ask as a coach and he chose to go with instructor of the WEV Class he did. WEV recommended someone else, and he met with that guy and realized he would have to catch him up a lot. Regrets not going with the industry specific guy.",Yes,,WEV did a great job covering all the basics. Really hoping to get more out of the coaching and didn't have that experience.,A Combination,Agree,4.0,Agree,4.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,"Architectural design. It's been a unique situation surrounding COVID-19. When he went to WEV he was expanding the business, and then when COVID-19 hit he decided to contract the business. He took fewer jobs and laid off workers. Became more efficient. Now focusing on a few very high end clients. Also doing his own real estate ventures, and that's a lot more efficient.",05/2019,Enjoy it the most,,,,Yes,No,Opted out of the coaching when he decided to contract the business.,"Hired employees, Added a new product/service","Personal finance, Business accounting",Full time,"901,589.00","200,000.00",No,Profit,,"70,000.00",No,"24,000.00","10,000.00",No,,34,3,No,0,No,No,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Unemployed and NOT seeking employment,,,1,1,No,"22,200.00","10,000.00",No,I don't wish to disclose,"Paid off personal loans/credit card debt, Improved credit score",,Yes,I don't receive the newsletter,,Yes,No,,,,,Add his new email to the mailing list.,8/3/2022
8386004,1-Year,6/2/2020,"Funding, Advisory",Goleta,Santa Barbara,Ongoing (In business more than one year with sales),1/1/2002,Water processing system,Yes,It's been great. Thinks WEV is a great organization for the community.,"Nothing, it's been great.",Yes,,What WEV is doing good. Maybe additional things like credit card processing and banking.,Online,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,"Water processing. Design, build, and sell/maintain upgrades to replace water systems for commercial or industrial businesses. Sometimes do residential businesses.",01/2002,Grew up in the business,,,,Yes,Yes,"Business was shut down for like 2 weeks when COVID-19 first hit. He was proactive and built up his reserves by getting a loan from WEV. The good thing about that is that when everything turned back around, he needed to buy equipment, and that's where the money came into play.","Hired employees, Added a new product/service, Widened customer base",e-commerce,Full time,"300,000.00","325,000.00",No,N/A - Broke Even,0.00,,No,"70,000.00","162,500.00",No,,4,0,No,2,No,,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Unemployed and NOT seeking employment,,,7,7,No,"70,000.00","162,500.00",No,,"Created a personal budget, Improved credit score","30,000.00",No,I receive the newsletter and sometimes read it,,,No,,,,,,8/3/2022
477793,"5-Year, 1-Year",2/12/2008,"Funding, Training, Advisory",Santa Barbara,Santa Barbara,Startup (In business less than one year with sales),1/1/2008,Hair Salon,Yes,"Been amazing. She's been with WEV since 2008, and her initial experience when building a concept was super beneficial. Been able to secure financing. Did an expansion loan, and two emergency loans. WEV is kind of like her business partner.","No, can't think of anything.",Yes,,"A little while ago, did a 5 and thrive program that would meet and bounce ideas against each other. It was pretty beneficial. Because you could bring issues to table and get feedback/suggestions, she really liked that. It became a lot for her bc sometimes it wasn't in SB; it would be in Ventura. Did it for 2 years, and felt like she had absorbed all the information. Decided it wasn't her worth her time. Took a break from that and was meeting an individual periodically in a program that she was a part of, and that's what she missed the most. Meeting one on one and going over things and setting goals is something she really misses. Advisory support/Business coaching would be something she needs right now. She thinks about her exit strategy a lot. She would like somebody to discuss and talk about possibilities.",In Person,Strongly Agree,5.0,Strongly Agree,5.0,Strongly Agree,5.0,No.,Yes,,Yes,,,,,,,"Basically a full service salon. Specialize in special occasion hair and makeup, but also become specialized in color. Do over a 150 bridal parties a year. One of the salons that offer that as a specialty. Majority of her stylists are employee-based. They do have a lot of employees, so this has been a good place to start their business.",07/2012,Affordable opportunity,,,,Yes,Yes,Emergency loan during covid.,"Hired employees, Added a new product/service, Widened customer base","""Exit strategy help, expansion help""",Part time,"76,714.00","680,000.00",No,I don't know,,,Yes,"46,254.00","75,000.00",No,,0,0,No,13,No,,,0.00,,0.00,,0.00,,0.00,,SBA PPP loan,SBA PPP loan,"90,000.00",No,,Unemployed and NOT seeking employment,,,4,4,No,"112,609.00","200,000.00",No,,Improved credit score,"10,000.00",No,I receive the newsletter and sometimes read it,,,No,,,,,,8/1/2022
8335973,1-Year,4/10/2020,"Funding, Advisory",Goleta,Santa Barbara,Ongoing (In business more than one year with sales),5/1/1991,"Wedding DJ, sound/lights",Yes,It was really helpful. They loaned him money when the government said he couldn't work anymore.,Nope,Yes,,"Unique circumstance, nothing else would be helpful.",Online,Agree,4.0,Disagree,2.0,Agree,4.0,No.,Yes,,Yes,,,,,,,"Event production companies, does parties and provides services for private events",05/1991,"Wanted to work for myself, not others",,,,Yes,Yes,Gave him a loan.,"Hired employees, Added a new product/service, Widened customer base",None,Full time,"900,000.00","800,000.00",No,Profit,"69,000.00","50,000.00",No,0.00,"25,000.00",No,,8,2,No,10,No,,,0.00,,0.00,,0.00,,0.00,,None,,,No,,Unemployed and NOT seeking employment,,,4,4,No,"69,000.00","110,000.00",No,,Improved credit score,"5,000.00",No,I receive the newsletter but rarely read it,No,,No,,,,,,8/1/2022
6285598,1-Year,10/17/2019,"Training, Advisory",Malibu,Los Angeles,Ongoing (In business more than one year with sales),7/1/1996,I would like to put Chiropractors in business to treat the employees on-site.,No,"WEV was great. Her business plan had already been planted and she wanted to make it more solidified. Provided her with all the particular angles on how to make a business. 

Her plan was to bringing business into businesses. COVID hit while they were in class, and so it influenced the outcome. Still has her plan, but it's not something she's looking into now.

She loved the opportunity for the library which she took advantage of, and loved her advisor (Harriet Cowen).","If she was going to give advice, something that would be great is maybe requiring getting out and putting in x amount of hours in contacting people. The connections that you make to find ppl in your market is important. Maybe require the person to go out and speak with different groups and people to cultivate what its really like to talk to them.",Yes,,"Nothing, everything was good.",A Combination,Strongly Agree,5.0,Agree,4.0,Strongly Agree,5.0,"One was agree was because it was more of a class than a buddy-buddy thing. We were all there each hoping that their idea to further on, it wasn't about buddy-buddy thing. It was a little more businesslike, which she does prefer.",Yes,,Yes,,,,,,,"Not what she went to WEV for. She's a chiropractor and used to have her own clinic
Oxycodone were beginning to be an issue, and people in healthy status were in pain. She was referred to a CEO of a clinic to do pain management, and now works in four of those kind of clinics. She was in 3 clinics when she joined WEV, and now is in a fourth clinic.",11/2015,Lack of advancement opportunities in my job/career,,,,Yes,No,"Rehabilitation centers never really stopped due to COVID - business was still going for other issues. 
Only closed 2 times, when many employees had covid. Hasn't really been affected.",None,Approaching specific audiences like companies,Part time,"52,176.99",,Yes,I don't wish to disclose,"20,501.72",,Yes,"19,211.92","145,000.00",No,Yes,0,0,No,0,No,Yes,Disagree,2.0,Neutral,3.0,Neutral,3.0,Strongly Disagree,1.0,Neutral because she looked at this so long ago.,None,,,No,,Unemployed and NOT seeking employment,,,3,3,No,"27,485.72","145,000.00",No,,Improved credit score,,Yes,I receive the newsletter but rarely read it,Nothing.,,No,,,,,"WEV and library and connections were really great in the program, and she just thinks anyone who takes advantage of the class will only gain positives.",7/29/2022
